Time,Date,Day of the week,CarCount,BikeCount,BusCount,TruckCount,Total,Traffic Situation
10:45:00 CH,8,Wednesday,12,3,0,40,55,normal
11:00:00 CH,8,Wednesday,14,4,1,27,46,normal
11:15:00 CH,8,Wednesday,18,5,1,15,39,normal
11:30:00 CH,8,Wednesday,10,4,1,23,38,normal
11:45:00 CH,8,Wednesday,10,5,0,14,29,normal
12:00:00 SA,9,Thursday,14,3,0,28,45,normal
12:15:00 SA,9,Thursday,10,2,0,38,50,normal
12:30:00 SA,9,Thursday,19,0,0,32,51,normal
12:45:00 SA,9,Thursday,20,3,0,19,42,normal
1:00:00 SA,9,Thursday,18,3,0,14,35,normal
1:15:00 SA,9,Thursday,11,2,0,12,25,low
1:30:00 SA,9,Thursday,17,1,1,13,32,normal
1:45:00 SA,9,Thursday,10,0,1,36,47,normal
2:00:00 SA,9,Thursday,17,0,0,32,49,normal
2:15:00 SA,9,Thursday,20,5,1,22,48,normal
2:30:00 SA,9,Thursday,12,3,0,17,32,normal
2:45:00 SA,9,Thursday,13,0,0,31,44,normal
3:00:00 SA,9,Thursday,11,1,1,35,48,normal
3:15:00 SA,9,Thursday,18,2,0,19,39,normal
3:30:00 SA,9,Thursday,15,0,1,24,40,normal
3:45:00 SA,9,Thursday,14,3,0,25,42,normal
4:00:00 SA,9,Thursday,12,0,1,16,29,normal
4:15:00 SA,9,Thursday,85,24,5,5,119,normal
4:30:00 SA,9,Thursday,71,22,5,2,100,low
4:45:00 SA,9,Thursday,108,4,5,3,120,normal
5:00:00 SA,9,Thursday,63,29,5,15,112,normal
5:15:00 SA,9,Thursday,62,12,3,18,95,normal
5:30:00 SA,9,Thursday,118,15,3,11,147,normal
5:45:00 SA,9,Thursday,90,21,2,14,127,normal
6:00:00 SA,9,Thursday,141,30,31,1,203,heavy
6:15:00 SA,9,Thursday,126,31,33,2,192,heavy
6:30:00 SA,9,Thursday,112,26,30,4,172,heavy
6:45:00 SA,9,Thursday,112,12,38,4,166,high
7:00:00 SA,9,Thursday,144,14,33,4,195,heavy
7:15:00 SA,9,Thursday,127,13,36,1,177,heavy
7:30:00 SA,9,Thursday,146,10,44,5,205,heavy
7:45:00 SA,9,Thursday,146,22,26,4,198,heavy
8:00:00 SA,9,Thursday,101,10,48,5,164,high
8:15:00 SA,9,Thursday,104,19,24,4,151,normal
8:30:00 SA,9,Thursday,150,20,43,0,213,heavy
8:45:00 SA,9,Thursday,110,35,45,2,192,heavy
9:00:00 SA,9,Thursday,139,15,28,2,184,heavy
9:15:00 SA,9,Thursday,99,17,32,7,155,high
9:30:00 SA,9,Thursday,22,15,7,19,63,normal
9:45:00 SA,9,Thursday,11,12,21,24,68,normal
10:00:00 SA,9,Thursday,47,20,18,16,101,normal
10:15:00 SA,9,Thursday,54,1,35,26,116,high
10:30:00 SA,9,Thursday,26,16,13,16,71,normal
10:45:00 SA,9,Thursday,99,18,39,19,175,heavy
11:00:00 SA,9,Thursday,31,9,11,28,79,normal
11:15:00 SA,9,Thursday,24,8,13,23,68,normal
11:30:00 SA,9,Thursday,21,7,9,20,57,normal
11:45:00 SA,9,Thursday,60,10,5,25,100,normal
12:00:00 CH,9,Thursday,29,9,12,21,71,normal
12:15:00 CH,9,Thursday,37,7,14,28,86,normal
12:30:00 CH,9,Thursday,53,7,11,22,93,normal
12:45:00 CH,9,Thursday,35,5,15,25,80,normal
1:00:00 CH,9,Thursday,53,6,10,28,97,normal
1:15:00 CH,9,Thursday,114,18,17,8,157,normal
1:30:00 CH,9,Thursday,95,28,22,9,154,normal
1:45:00 CH,9,Thursday,62,23,38,19,142,high
2:00:00 CH,9,Thursday,70,28,12,12,122,normal
2:15:00 CH,9,Thursday,35,20,10,8,73,low
2:30:00 CH,9,Thursday,60,23,10,20,113,normal
2:45:00 CH,9,Thursday,40,22,25,9,96,normal
3:00:00 CH,9,Thursday,53,21,6,11,91,low
3:15:00 CH,9,Thursday,99,16,38,7,160,high
3:30:00 CH,9,Thursday,86,21,31,18,156,high
3:45:00 CH,9,Thursday,79,28,35,13,155,high
4:00:00 CH,9,Thursday,146,25,33,8,212,heavy
4:15:00 CH,9,Thursday,116,24,36,6,182,heavy
4:30:00 CH,9,Thursday,107,14,44,5,170,heavy
4:45:00 CH,9,Thursday,115,20,27,9,171,heavy
5:00:00 CH,9,Thursday,113,23,43,6,185,heavy
5:15:00 CH,9,Thursday,102,20,31,5,158,high
5:30:00 CH,9,Thursday,138,27,21,7,193,heavy
5:45:00 CH,9,Thursday,146,13,38,9,206,heavy
6:00:00 CH,9,Thursday,139,33,41,7,220,heavy
6:15:00 CH,9,Thursday,130,24,48,9,211,heavy
6:30:00 CH,9,Thursday,135,31,34,8,208,heavy
6:45:00 CH,9,Thursday,106,22,16,20,164,normal
7:00:00 CH,9,Thursday,109,23,14,26,172,heavy
7:15:00 CH,9,Thursday,108,24,19,10,161,normal
7:30:00 CH,9,Thursday,50,16,16,11,93,normal
7:45:00 CH,9,Thursday,102,22,17,10,151,normal
8:00:00 CH,9,Thursday,72,25,10,27,134,high
8:15:00 CH,9,Thursday,91,13,18,13,135,normal
8:30:00 CH,9,Thursday,67,19,11,8,105,low
8:45:00 CH,9,Thursday,61,14,10,5,90,low
9:00:00 CH,9,Thursday,107,13,14,28,162,high
9:15:00 CH,9,Thursday,91,5,12,34,142,high
9:30:00 CH,9,Thursday,106,18,13,27,164,high
9:45:00 CH,9,Thursday,107,14,10,18,149,normal
10:00:00 CH,9,Thursday,17,4,1,20,42,normal
10:15:00 CH,9,Thursday,11,4,1,30,46,normal
10:30:00 CH,9,Thursday,11,4,0,23,38,normal
10:45:00 CH,9,Thursday,16,3,1,36,56,normal
11:00:00 CH,9,Thursday,11,0,1,30,42,normal
11:15:00 CH,9,Thursday,15,4,1,25,45,normal
11:30:00 CH,9,Thursday,16,5,0,27,48,normal
11:45:00 CH,9,Thursday,14,3,1,15,33,normal
